Prefix,Input_text,Target_text
webNLG,Tymal Mills|Tare|OUT,"Tymal Mills to Tare, out Bowled!! Mills has struck. A"
webNLG,Tymal Mills|Nair|FOUR,"Tymal Mills to Nair, FOUR, climbs from a back of"
webNLG,Stanlake|Nair|OUT,"Stanlake to Nair, out Bowled!! It's game on here at"
webNLG,Chahal|Billings|SIX,"Chahal to Billings, SIX, oh my days! This is thrilling"
webNLG,I Abdulla|Billings|OUT,"I Abdulla to Billings, out Caught by Stanlake!! Billings has"
webNLG,I Abdulla|Pant|SIX,"I Abdulla to Pant, SIX, holy smokes, the nerves these"
webNLG,Tymal Mills|Pant|FOUR,"Tymal Mills to Pant, FOUR, short of length into the"
webNLG,Zaheer|Watson|FOUR,"Zaheer to Watson, FOUR, cracking shot, nice way to get"
webNLG,Zaheer|Watson|FOUR,"Zaheer to Watson, FOUR, Watson is at his best in"
webNLG,Chris Morris|Watson|FOUR,"Chris Morris to Watson, FOUR, Cummins makes a mess of"
webNLG,Chris Morris|Gayle|FOUR,"Chris Morris to Gayle, FOUR, creamed, low full-toss from Morris,"
webNLG,Pat Cummins|Binny|FOUR,"Pat Cummins to Binny, FOUR, much needed boundary for RCB,"
webNLG,Mishra|Kedar Jadhav|SIX,"Mishra to Kedar Jadhav, SIX, massive, Kedar breaks the shackles,"
webNLG,Mishra|Kedar Jadhav|FOUR,"Mishra to Kedar Jadhav, FOUR, pushed through flatter and wider"
webNLG,Mishra|Kedar Jadhav|FOUR,"Mishra to Kedar Jadhav, FOUR, cracking shot, tossed up on"
webNLG,Mishra|Kedar Jadhav|SIX,"Mishra to Kedar Jadhav, SIX, 24 from the over. RCB"
webNLG,Brathwaite|Kedar Jadhav|FOUR,"Brathwaite to Kedar Jadhav, FOUR, cracking shot, that's Kedar's own"
webNLG,Brathwaite|Kedar Jadhav|SIX,"Brathwaite to Kedar Jadhav, SIX, freaky, this is sensational from"
webNLG,Brathwaite|Kedar Jadhav|TWO,"Brathwaite to Kedar Jadhav, 2 runs, fifty for Kedar, this"
webNLG,Zaheer|Kedar Jadhav|FOUR,"Zaheer to Kedar Jadhav, FOUR, mistimed shots are finding the"
webNLG,Zaheer|Binny|OUT,"Zaheer to Binny, out Caught by Billings!! Lovely shot -"
webNLG,Brathwaite|Kedar Jadhav|FOUR,"Brathwaite to Kedar Jadhav, FOUR, smashed, length delivery on the"
webNLG,Brathwaite|Kedar Jadhav|SIX,"Brathwaite to Kedar Jadhav, SIX, cracking shot, he's in some"
webNLG,Zaheer|Vishnu Vinod|SIX,"Zaheer to Vishnu Vinod, SIX, he's done it several times"
webNLG,Zaheer|Vishnu Vinod|OUT,"Zaheer to Vishnu Vinod, out Vishnu Vinod Run Out!! That"
webNLG,Zaheer|Kedar Jadhav|OUT,"Zaheer to Kedar Jadhav, out Caught by Chris Morris!! That's"
webNLG,Chris Morris|Negi|SIX,"Chris Morris to Negi, SIX, Negi connects one finally! This"
webNLG,Chris Morris|Negi|OUT,"Chris Morris to Negi, out Bowled!! Morris gets his yorker"
webNLG,Chris Morris|Tymal Mills|OUT,"Chris Morris to Tymal Mills, out Bowled!! Morris gets another"
webNLG,Pat Cummins|Watson|FOUR,"Pat Cummins to Watson, FOUR, lovely, just a hint of"
webNLG,Chris Morris|Gayle|OUT,"Chris Morris to Gayle, out Caught by Samson!! A high"
webNLG,Chris Morris|Mandeep|FOUR,"Chris Morris to Mandeep, FOUR, that ruins the over for"
webNLG,Pat Cummins|Mandeep|FOUR,"Pat Cummins to Mandeep, FOUR, cracking shot, back of a"
webNLG,Pat Cummins|Mandeep|FOUR,"Pat Cummins to Mandeep, FOUR, lovely, this is even better,"
webNLG,Pat Cummins|Mandeep|OUT,"Pat Cummins to Mandeep, out Bowled!! Mandeep has chopped on"
webNLG,Mishra|Kedar Jadhav|SIX,"Mishra to Kedar Jadhav, SIX, beautifully played, what made the"
webNLG,Nadeem|Watson|OUT,"Nadeem to Watson, out Stumped!! Nadeem has deceived Watson completely"
webNLG,Bhuvneshwar|Roy|FOUR,"Bhuvneshwar to Roy, FOUR, cracking shot, that should release some"
webNLG,Bhuvneshwar|Roy|FOUR,"Bhuvneshwar to Roy, FOUR, back-to-back boundaries for Roy, makes room"
webNLG,Cutting|Dwayne Smith|FOUR,"Cutting to Dwayne Smith, FOUR, wow. That sped off the"
webNLG,Rashid Khan|Karthik|FOUR,"Rashid Khan to Karthik, FOUR, edged and four! Would've been"
webNLG,Henriques|Dwayne Smith|FOUR,"Henriques to Dwayne Smith, FOUR, short ball and punished. Smith"
webNLG,Henriques|Dwayne Smith|FOUR,"Henriques to Dwayne Smith, FOUR, two fours in a row"
webNLG,Nehra|Dwayne Smith|NO RUN,"Nehra to Dwayne Smith, no run, brilliant work from Henriques."
webNLG,Nehra|Dwayne Smith|SIX,"Nehra to Dwayne Smith, SIX, Smith is finding his bearings"
webNLG,Cutting|Dwayne Smith|FOUR,"Cutting to Dwayne Smith, FOUR, that's an awful ball from"
webNLG,Bhuvneshwar|Dwayne Smith|OUT,"Bhuvneshwar to Dwayne Smith, out Caught by (sub)Vijay Shankar!! Kumar"
webNLG,Bhuvneshwar|Karthik|NO RUN,"Bhuvneshwar to Karthik, no run, oh nearly.. A communication breakdown"
webNLG,Nehra|D Kulkarni|ONE,"Nehra to D Kulkarni, 1 run, wristed into the on-side,"
webNLG,Nehra|Karthik|OUT,"Nehra to Karthik, out Caught by Naman Ojha!! Two wickets"
webNLG,Nehra|D Kulkarni|OUT,"Nehra to D Kulkarni, out D Kulkarni Run Out!! Third"
webNLG,Cutting|P Kumar|ONE,"Cutting to P Kumar, 1 run, silly running from the"
webNLG,Cutting|Basil Thampi|SIX,"Cutting to Basil Thampi, SIX, this will do. Sinks low,"
webNLG,Bipul Sharma|Roy|FOUR,"Bipul Sharma to Roy, FOUR, lovely shot, fraction too short"
webNLG,Bipul Sharma|Roy|FOUR,"Bipul Sharma to Roy, FOUR, back-to-back boundaries once again from"
webNLG,Nehra|Roy|FOUR,"Nehra to Roy, FOUR, lovely shot, banged in short and"
webNLG,Rashid Khan|Brendon McCullum|OUT,"Rashid Khan to Brendon McCullum, out Lbw!! Rashid has struck"
webNLG,Rashid Khan|Raina|NO RUN,"Rashid Khan to Raina, no run, edged and dropped, that"
webNLG,Bhuvneshwar|Roy|OUT,"Bhuvneshwar to Roy, out Caught by Dhawan!! Dhawan has claimed"
webNLG,Rashid Khan|Finch|OUT,"Rashid Khan to Finch, out Lbw!! Rashid is leaving the"
webNLG,Nehra|Karthik|FOUR,"Nehra to Karthik, FOUR, cracking shot, a floaty half-volley from"
webNLG,Rashid Khan|Raina|OUT,"Rashid Khan to Raina, out Lbw!! Rashid is running through"
webNLG,Bhuvneshwar|Roy|FOUR,"Bhuvneshwar to Roy, FOUR, cracking shot, that should release some"
webNLG,Bhuvneshwar|Roy|FOUR,"Bhuvneshwar to Roy, FOUR, back-to-back boundaries for Roy, makes room"
webNLG,Cutting|Dwayne Smith|FOUR,"Cutting to Dwayne Smith, FOUR, wow. That sped off the"
webNLG,Rashid Khan|Karthik|FOUR,"Rashid Khan to Karthik, FOUR, edged and four! Would've been"
webNLG,Henriques|Dwayne Smith|FOUR,"Henriques to Dwayne Smith, FOUR, short ball and punished. Smith"
webNLG,Henriques|Dwayne Smith|FOUR,"Henriques to Dwayne Smith, FOUR, two fours in a row"
webNLG,Nehra|Dwayne Smith|NO RUN,"Nehra to Dwayne Smith, no run, brilliant work from Henriques."
webNLG,Nehra|Dwayne Smith|SIX,"Nehra to Dwayne Smith, SIX, Smith is finding his bearings"
webNLG,Cutting|Dwayne Smith|FOUR,"Cutting to Dwayne Smith, FOUR, that's an awful ball from"
webNLG,Bhuvneshwar|Dwayne Smith|OUT,"Bhuvneshwar to Dwayne Smith, out Caught by (sub)Vijay Shankar!! Kumar"
webNLG,Bhuvneshwar|Karthik|NO RUN,"Bhuvneshwar to Karthik, no run, oh nearly.. A communication breakdown"
webNLG,Nehra|D Kulkarni|ONE,"Nehra to D Kulkarni, 1 run, wristed into the on-side,"
webNLG,Nehra|Karthik|OUT,"Nehra to Karthik, out Caught by Naman Ojha!! Two wickets"
webNLG,Nehra|D Kulkarni|OUT,"Nehra to D Kulkarni, out D Kulkarni Run Out!! Third"
webNLG,Cutting|P Kumar|ONE,"Cutting to P Kumar, 1 run, silly running from the"
webNLG,Cutting|Basil Thampi|SIX,"Cutting to Basil Thampi, SIX, this will do. Sinks low,"
webNLG,Bipul Sharma|Roy|FOUR,"Bipul Sharma to Roy, FOUR, lovely shot, fraction too short"
webNLG,Bipul Sharma|Roy|FOUR,"Bipul Sharma to Roy, FOUR, back-to-back boundaries once again from"
webNLG,Nehra|Roy|FOUR,"Nehra to Roy, FOUR, lovely shot, banged in short and"
webNLG,Rashid Khan|Brendon McCullum|OUT,"Rashid Khan to Brendon McCullum, out Lbw!! Rashid has struck"
webNLG,Rashid Khan|Raina|NO RUN,"Rashid Khan to Raina, no run, edged and dropped, that"
webNLG,Bhuvneshwar|Roy|OUT,"Bhuvneshwar to Roy, out Caught by Dhawan!! Dhawan has claimed"
webNLG,Rashid Khan|Finch|OUT,"Rashid Khan to Finch, out Lbw!! Rashid is leaving the"
webNLG,Nehra|Karthik|FOUR,"Nehra to Karthik, FOUR, cracking shot, a floaty half-volley from"
webNLG,Rashid Khan|Raina|OUT,"Rashid Khan to Raina, out Lbw!! Rashid is running through"
webNLG,Malinga|Chris Lynn|FOUR,"Malinga to Chris Lynn, FOUR, errs in length and pays"
webNLG,McClenaghan|Chris Lynn|FOUR,"McClenaghan to Chris Lynn, FOUR, poor ball. Short and down"
webNLG,Krunal Pandya|M Pandey|FOUR,"Krunal Pandya to M Pandey, FOUR, another edge. Pandey is"
webNLG,Krunal Pandya|Y Pathan|OUT,"Krunal Pandya to Y Pathan, out Caught by Hardik Pandya!!"
webNLG,Harbhajan|M Pandey|FOUR,"Harbhajan to M Pandey, FOUR, so deft. The cheek these"
webNLG,McClenaghan|M Pandey|SIX,"McClenaghan to M Pandey, SIX, this was coming. With McClenaghan"
webNLG,Harbhajan|Suryakumar Yadav|FOUR,"Harbhajan to Suryakumar Yadav, FOUR, just the hint of width."
webNLG,Harbhajan|Suryakumar Yadav|FOUR,"Harbhajan to Suryakumar Yadav, FOUR, the width is back. And"
webNLG,Bumrah|M Pandey|SIX,"Bumrah to M Pandey, SIX, oh boy. Smoked one down."
webNLG,Bumrah|M Pandey|FOUR,"Bumrah to M Pandey, FOUR, and now he toys around"
webNLG,Malinga|Suryakumar Yadav|OUT,"Malinga to Suryakumar Yadav, out Caught by Pollard!! The sucker"
webNLG,Bumrah|M Pandey|ONE,"Bumrah to M Pandey, 1 run, here's his half-ton. Playing"
webNLG,Malinga|Woakes|OUT,"Malinga to Woakes, out Caught by Pollard!! The wheels falling"
webNLG,Malinga|M Pandey|SIX,"Malinga to M Pandey, SIX, a sink, a swing and"
webNLG,McClenaghan|M Pandey|SIX,"McClenaghan to M Pandey, SIX, the sitting up length. Right"
webNLG,McClenaghan|M Pandey|SIX,"McClenaghan to M Pandey, SIX, misses the mark yet again."
webNLG,McClenaghan|M Pandey|FOUR,"McClenaghan to M Pandey, no ball, FOUR, he oversteps and"
webNLG,McClenaghan|M Pandey|FOUR,"McClenaghan to M Pandey, FOUR, a full toss now. Nothing"
webNLG,McClenaghan|Gambhir|FOUR,"McClenaghan to Gambhir, FOUR, offers some width to Gambhir, who"
webNLG,Bumrah|Gambhir|FOUR,"Bumrah to Gambhir, FOUR, yes he can! Bumrah is not"
webNLG,McClenaghan|Narine|OUT,"McClenaghan to Narine, out Lbw!! Dead straight. Just that it"
webNLG,Bumrah|Gambhir|FOUR,"Bumrah to Gambhir, FOUR, two in a row for Gambhir."
webNLG,Malinga|Chris Lynn|SIX,"Malinga to Chris Lynn, SIX, there he goes! Loads up"
webNLG,Krunal Pandya|Gambhir|OUT,"Krunal Pandya to Gambhir, out Caught by McClenaghan!! Gambhir combusts."
webNLG,Krunal Pandya|Uthappa|FOUR,"Krunal Pandya to Uthappa, FOUR, this was quite intentional from"
webNLG,Krunal Pandya|Uthappa|OUT,"Krunal Pandya to Uthappa, out Caught by Hardik Pandya!! Two"
webNLG,McClenaghan|Chris Lynn|FOUR,"McClenaghan to Chris Lynn, FOUR, oh boy! McClenaghan has been"
webNLG,Bumrah|Chris Lynn|OUT,"Bumrah to Chris Lynn, out Lbw!! Boom! Bumrah strikes. Its"
webNLG,Boult|Parthiv Patel|FOUR,"Boult to Parthiv Patel, FOUR, poor delivery from Boult to"
webNLG,Boult|Buttler|FOUR,"Boult to Buttler, FOUR, inswinger which is slightly off target"
webNLG,Rajpoot|Krunal Pandya|FOUR,"Rajpoot to Krunal Pandya, FOUR, this time Krunal is in"
webNLG,Rajpoot|Krunal Pandya|FOUR,"Rajpoot to Krunal Pandya, FOUR, consecutive fours to finish the"
webNLG,Kuldeep Yadav|Nitish Rana|FOUR,"Kuldeep Yadav to Nitish Rana, FOUR, a little bit of"
webNLG,Kuldeep Yadav|Nitish Rana|SIX,"Kuldeep Yadav to Nitish Rana, SIX, oh what a shot!"
webNLG,Rajpoot|Krunal Pandya|OUT,"Rajpoot to Krunal Pandya, out Caught by Uthappa!! Rajpoot has"
webNLG,Rajpoot|Pollard|SIX,"Rajpoot to Pollard, SIX, all the way. If you're going"
webNLG,Kuldeep Yadav|Pollard|NO RUN,"Kuldeep Yadav to Pollard, no run, uh oh! A bad"
webNLG,Woakes|Pollard|FOUR,"Woakes to Pollard, FOUR, Woakes bowls short first up to"
webNLG,Woakes|Pollard|OUT,"Woakes to Pollard, out Caught by (sub)Rishi Dhawan!! What a"
webNLG,Woakes|Nitish Rana|FOUR,"Woakes to Nitish Rana, FOUR, moves away from the line"
webNLG,Woakes|Nitish Rana|ONE,"Woakes to Nitish Rana, 1 run, Woakes botches a run-out"
webNLG,Woakes|Hardik Pandya|FOUR,"Woakes to Hardik Pandya, FOUR, that's been absolutely spanked through"
webNLG,Boult|Nitish Rana|FOUR,"Boult to Nitish Rana, FOUR, brilliant timing! Low full toss"
webNLG,Boult|Nitish Rana|SIX,"Boult to Nitish Rana, SIX, 10 off 2 balls. This"
webNLG,Boult|Hardik Pandya|SIX,"Boult to Hardik Pandya, SIX, length from Boult and it"
webNLG,Rajpoot|Nitish Rana|SIX,"Rajpoot to Nitish Rana, SIX, lapped over the keeper for"
webNLG,Rajpoot|Nitish Rana|FOUR,"Rajpoot to Nitish Rana, FOUR, full toss again and this"
webNLG,Rajpoot|Nitish Rana|OUT,"Rajpoot to Nitish Rana, out Caught by Narine!! That roar"
webNLG,Rajpoot|Hardik Pandya|SIX,"Rajpoot to Hardik Pandya, SIX, low full toss again and"
webNLG,Boult|Hardik Pandya|FOUR,"Boult to Hardik Pandya, FOUR, that is probably the blunder"
webNLG,Boult|Hardik Pandya|TWO,"Boult to Hardik Pandya, 2 runs, this is very, very"
webNLG,Boult|Hardik Pandya|FOUR,"Boult to Hardik Pandya, FOUR, full on the pads, and"
webNLG,Boult|Parthiv Patel|FOUR,"Boult to Parthiv Patel, FOUR, a shot that should make"
webNLG,Woakes|Parthiv Patel|ONE,"Woakes to Parthiv Patel, 1 run, direct hit and Parthiv"
webNLG,Woakes|Buttler|SIX,"Woakes to Buttler, SIX, Buttler clearly has the wood on"
webNLG,Narine|Parthiv Patel|FOUR,"Narine to Parthiv Patel, FOUR, rank long hop to start"
webNLG,Narine|Buttler|TWO,"Narine to Buttler, 2 runs, the new opening combo for"
webNLG,Narine|Buttler|SIX,"Narine to Buttler, SIX, Buttler surely picked that from Narine."
webNLG,Kuldeep Yadav|Parthiv Patel|SIX,"Kuldeep Yadav to Parthiv Patel, SIX, finally Parthiv connects with"
webNLG,Kuldeep Yadav|Parthiv Patel|OUT,"Kuldeep Yadav to Parthiv Patel, out Lbw!! Kuldeep can't be"
webNLG,Kuldeep Yadav|Nitish Rana|FOUR,"Kuldeep Yadav to Nitish Rana, FOUR, a freebie from Kuldeep"
webNLG,Rajpoot|Buttler|OUT,"Rajpoot to Buttler, out Lbw!! Two wickets in two overs."
webNLG,Narine|Rohit|OUT,"Narine to Rohit, out Lbw!! Rohit is not walking. He's"
webNLG,Stanlake|Amla|FOUR,"Stanlake to Amla, FOUR, Amla is off and running. Stanlake"
webNLG,I Abdulla|Amla|FOUR,"I Abdulla to Amla, FOUR, fabulous shot from Amla. Don't"
webNLG,Chahal|Amla|SIX,"Chahal to Amla, SIX, that has gone flying into the"
webNLG,Watson|Maxwell|ONE,"Watson to Maxwell, 1 run, dropped by backward point, a"
webNLG,Watson|Amla|FOUR,"Watson to Amla, FOUR, it's down the leg side and"
webNLG,Watson|Maxwell|FOUR,"Watson to Maxwell, FOUR, plenty of width on offer and"
webNLG,Negi|Maxwell|FOUR,"Negi to Maxwell, FOUR, that's fodder! Maxi wants to finish"
webNLG,Stanlake|Maxwell|SIX,"Stanlake to Maxwell, SIX, this could be over pretty soon."
webNLG,Stanlake|Maxwell|SIX,"Stanlake to Maxwell, SIX, brute! That's massacred! Maxi is in"
webNLG,Chahal|Maxwell|SIX,"Chahal to Maxwell, SIX, #KXIP make a mockery of RCB's"
webNLG,Stanlake|Vohra|SIX,"Stanlake to Vohra, SIX, you will see those often especially"
webNLG,Watson|Vohra|FOUR,"Watson to Vohra, FOUR, in the airrr and just over"
webNLG,Watson|Vohra|FOUR,"Watson to Vohra, FOUR, almost.. Watson overcorrects his length, bowls"
webNLG,Watson|Vohra|FOUR,"Watson to Vohra, FOUR, third boundary of the over. Watson"
webNLG,Stanlake|Amla|FOUR,"Stanlake to Amla, FOUR, threads the gap this time. Pure"
webNLG,Stanlake|Vohra|ONE,"Stanlake to Vohra, 1 run, goes wide of the crease"
webNLG,Tymal Mills|Amla|SIX,"Tymal Mills to Amla, SIX, in the airrrr and dropped."
webNLG,Tymal Mills|Vohra|FOUR,"Tymal Mills to Vohra, FOUR, wow. Elegance written all over"
webNLG,Tymal Mills|Vohra|OUT,"Tymal Mills to Vohra, out Lbw!! Number one down. A"
webNLG,I Abdulla|Axar|SIX,"I Abdulla to Axar, SIX, this one goes horribly wrong"
webNLG,Chahal|Axar|OUT,"Chahal to Axar, out Bowled!! Chahal strikes. The experiment of"
webNLG,Chahal|Amla|SIX,"Chahal to Amla, SIX, in the slot and out of"
webNLG,Tymal Mills|Maxwell|FOUR,"Tymal Mills to Maxwell, FOUR, you cannot keep Maxwell quiet"
webNLG,Tymal Mills|Maxwell|SIX,"Tymal Mills to Maxwell, SIX, wow! What a strike. Full"
webNLG,Axar|Watson|OUT,"Axar to Watson, out Bowled!! And that's a beautiful delivery"
webNLG,Sandeep Sharma|de Villiers|FOUR,"Sandeep Sharma to de Villiers, FOUR, that was a poor"
webNLG,Aaron|Mandeep|OUT,"Aaron to Mandeep, out Caught by Saha!! Can a wicket"
webNLG,Aaron|de Villiers|SIX,"Aaron to de Villiers, SIX, MAAMMAAMIAAAHHH! That has sailed over"
webNLG,Stoinis|de Villiers|SIX,"Stoinis to de Villiers, SIX, good length is synonymous to"
webNLG,Stoinis|de Villiers|SIX,"Stoinis to de Villiers, SIX, Mr. 360 is back with"
webNLG,Mohit Sharma|Binny|SIX,"Mohit Sharma to Binny, SIX, length ball and it disappears."
webNLG,Mohit Sharma|Binny|FOUR,"Mohit Sharma to Binny, FOUR, goes inside-out and cannons the"
webNLG,Mohit Sharma|de Villiers|SIX,"Mohit Sharma to de Villiers, SIX, cheers says ABD as"
webNLG,Sandeep Sharma|de Villiers|FOUR,"Sandeep Sharma to de Villiers, FOUR, FIFTY for the combo!"
webNLG,Sandeep Sharma|de Villiers|SIX,"Sandeep Sharma to de Villiers, SIX, PHHUUUUUU!! 97 metres hit"
webNLG,Sandeep Sharma|de Villiers|SIX,"Sandeep Sharma to de Villiers, SIX, full toss, you don't"
webNLG,Mohit Sharma|de Villiers|SIX,"Mohit Sharma to de Villiers, SIX, his body lost balance."
webNLG,Mohit Sharma|Vishnu Vinod|FOUR,"Mohit Sharma to Vishnu Vinod, FOUR, in the airrrrrr and"
webNLG,Mohit Sharma|de Villiers|SIX,"Mohit Sharma to de Villiers, SIX, on the sticks, he"
webNLG,Mohit Sharma|de Villiers|SIX,"Mohit Sharma to de Villiers, SIX, oh my! That's a"
webNLG,Sandeep Sharma|Vishnu Vinod|NO RUN,"Sandeep Sharma to Vishnu Vinod, no run, yes-no and the"
webNLG,Sandeep Sharma|Vishnu Vinod|OUT,"Sandeep Sharma to Vishnu Vinod, out Caught by Maxwell!! Good"
webNLG,Aaron|Kedar Jadhav|OUT,"Aaron to Kedar Jadhav, out Lbw!! ""Aaaaah, aaaaah,"" goes Aaron"
webNLG,Aaron|de Villiers|FOUR,"Aaron to de Villiers, FOUR, Aaron missed the yorker by"
webNLG,Mohit Sharma|Mandeep|NO RUN,"Mohit Sharma to Mandeep, no run, another yes-no and Mandeep"
webNLG,T Natarajan|Mandeep|SIX,"T Natarajan to Mandeep, SIX, now then, now then! That's"
webNLG,T Natarajan|Mandeep|FOUR,"T Natarajan to Mandeep, FOUR, and he gets lucky with"
webNLG,Chahar|Tare|OUT,"Chahar to Tare, out Caught by Dhoni!! Look at him"
webNLG,Chahar|Samson|FOUR,"Chahar to Samson, FOUR, classy stuff from Samson. Nothing much"
webNLG,Chahar|Samson|FOUR,"Chahar to Samson, FOUR, consecutive boundaries for Samson. That should"
webNLG,Zampa|Pant|FOUR,"Zampa to Pant, FOUR, tosses it up slow on middle"
webNLG,R Bhatia|Pant|SIX,"R Bhatia to Pant, SIX, hits it and poses for"
webNLG,R Bhatia|Pant|SIX,"R Bhatia to Pant, SIX, second six of the over"
webNLG,Stokes|Samson|ONE,"Stokes to Samson, 1 run, just short of the long-on"
webNLG,Zampa|Samson|SIX,"Zampa to Samson, SIX, that's a pressure-releaser! Brings up the"
webNLG,Stokes|Pant|OUT,"Stokes to Pant, out Pant Run Out!! That's brilliant stuff"
webNLG,Stokes|Samson|FOUR,"Stokes to Samson, FOUR, nice looking shot! Short ball, Samson"
webNLG,Tahir|Samson|SIX,"Tahir to Samson, SIX, that's a monster! Fired in on"
webNLG,Dinda|Samson|SIX,"Dinda to Samson, SIX, welcome to your new spell says"
webNLG,Dinda|Samson|SIX,"Dinda to Samson, SIX, that's a stunning shot! Samson moved"
webNLG,Dinda|Samson|FOUR,"Dinda to Samson, FOUR, highest score in this season! Cheeky"
webNLG,Zampa|Samson|SIX,"Zampa to Samson, SIX, what a stunning way to get"
webNLG,Zampa|Samson|OUT,"Zampa to Samson, out Bowled!! Zampa gets his man and"
webNLG,Zampa|Chris Morris|FOUR,"Zampa to Chris Morris, FOUR, that's one helluva way to"
webNLG,Zampa|Chris Morris|SIX,"Zampa to Chris Morris, SIX, that's a gigantic hit. For"
webNLG,Zampa|Chris Morris|FOUR,"Zampa to Chris Morris, FOUR, the gamble hasn't paid off."
webNLG,Stokes|Chris Morris|FOUR,"Stokes to Chris Morris, FOUR, that's a gross delivery! Short"
webNLG,Stokes|Chris Morris|FOUR,"Stokes to Chris Morris, FOUR, that's a brilliant stroke! Stokes"
webNLG,Stokes|Chris Morris|SIX,"Stokes to Chris Morris, SIX, wow! Bowls length and gets"
webNLG,Dinda|Samson|FOUR,"Dinda to Samson, FOUR, Samson has come out firing. Picked"
webNLG,Dinda|Samson|FOUR,"Dinda to Samson, FOUR, fourth boundary in five balls for"
webNLG,Dinda|Billings|FOUR,"Dinda to Billings, FOUR, third boundary of the over and"
webNLG,Stokes|Chris Morris|SIX,"Stokes to Chris Morris, SIX, fittingly Morris finishes the innings"
webNLG,Chahar|Samson|FOUR,"Chahar to Samson, FOUR, excellent batting. On a length and"
webNLG,Stokes|Samson|FOUR,"Stokes to Samson, FOUR, Stokes too meted out with the"
webNLG,Chahar|Billings|FOUR,"Chahar to Billings, FOUR, not a boundary ball but that's"
webNLG,Chahar|Billings|FOUR,"Chahar to Billings, FOUR, last over of the powerplay and"
webNLG,Chahar|Billings|FOUR,"Chahar to Billings, FOUR, poor delivery this and Chahar is"
webNLG,Tahir|Billings|OUT,"Tahir to Billings, out Bowled!! And off he goes. Gets"
webNLG,Nadeem|Mayank Agarwal|FOUR,"Nadeem to Mayank Agarwal, FOUR, first boundary of the innings."
webNLG,Corey Anderson|R Bhatia|SIX,"Corey Anderson to R Bhatia, SIX, take that! Says Bhatia."
webNLG,Nadeem|Dhoni|SIX,"Nadeem to Dhoni, SIX, lovely shot, Pune need more of"
webNLG,Mishra|Dhoni|OUT,"Mishra to Dhoni, out Caught by Nair!! When things go"
webNLG,Pat Cummins|Chahar|SIX,"Pat Cummins to Chahar, SIX, mistimed but six, Chahar just"
